Title: Crime d'amour. Year: 2010. Scores: 2. AvgScore: 0,625000; TotalQuantity: 4068. [Score(score=0.6, quantity=346), Score(score=0.65, quantity=3722)]
Title: The Whistleblower. Year: 2010. Scores: 2. AvgScore: 0,730000; TotalQuantity: 30074. [Score(score=0.74, quantity=9598), Score(score=0.72, quantity=20476)]
Title: Bejbi blues. Year: 2012. Scores: 2. AvgScore: 0,485000; TotalQuantity: 43915. [Score(score=0.45999999999999996, quantity=43631), Score(score=0.51, quantity=284)]
Title: Get the Gringo. Year: 2012. Scores: 2. AvgScore: 0,690000; TotalQuantity: 106954. [Score(score=0.6799999999999999, quantity=30549), Score(score=0.7, quantity=76405)]
Title: Sex Tape. Year: 2014. Scores: 4. AvgScore: 0,482500; TotalQuantity: 83161. [Score(score=0.36, quantity=36), Score(score=0.5, quantity=1), Score(score=0.5599999999999999, quantity=31581), Score(score=0.51, quantity=51543)]
Title: Blue Jasmine. Year: 2013. Scores: 4. AvgScore: 0,800000; TotalQuantity: 165261. [Score(score=0.78, quantity=47), Score(score=1.0, quantity=1), Score(score=0.6900000000000001, quantity=48895), Score(score=0.73, quantity=116318)]
Title: Journey 2: The Mysterious Island. Year: 2012. Scores: 4. AvgScore: 0,530000; TotalQuantity: 79592. [Score(score=0.41, quantity=27), Score(score=0.5, quantity=1), Score(score=0.63, quantity=23183), Score(score=0.58, quantity=56381)]
Title: A Walk to Remember. Year: 2002. Scores: 4. AvgScore: 0,537500; TotalQuantity: 296763. [Score(score=0.35, quantity=26), Score(score=0.3, quantity=1), Score(score=0.76, quantity=161043), Score(score=0.74, quantity=135693)]
Title: Side Effects. Year: 2013. Scores: 4. AvgScore: 0,765000; TotalQuantity: 183410. [Score(score=0.75, quantity=39), Score(score=0.9, quantity=1), Score(score=0.7, quantity=56213), Score(score=0.71, quantity=127157)]
Title: The Convincer. Year: 2011. Scores: 2. AvgScore: 0,585000; TotalQuantity: 3854. [Score(score=0.55, quantity=532), Score(score=0.62, quantity=3322)]
Title: I Give It a Year. Year: 2013. Scores: 4. AvgScore: 0,487500; TotalQuantity: 47775. [Score(score=0.5, quantity=23), Score(score=0.3, quantity=1), Score(score=0.5700000000000001, quantity=22842), Score(score=0.58, quantity=24909)]
Title: The Lookout. Year: 2007. Scores: 4. AvgScore: 0,692500; TotalQuantity: 52605. [Score(score=0.73, quantity=33), Score(score=0.7, quantity=1), Score(score=0.63, quantity=6188), Score(score=0.71, quantity=46383)]
Title: The Avengers. Year: 2012. Scores: 4. AvgScore: 0,665000; TotalQuantity: 940265. [Score(score=0.69, quantity=43), Score(score=0.4, quantity=1), Score(score=0.75, quantity=181196), Score(score=0.82, quantity=759025)]
Title: Neighbors. Year: 2014. Scores: 4. AvgScore: 0,655000; TotalQuantity: 183655. [Score(score=0.68, quantity=45), Score(score=0.7, quantity=1), Score(score=0.6, quantity=42747), Score(score=0.64, quantity=140862)]
Title: Mój rower. Year: 2012. Scores: 2. AvgScore: 0,680000; TotalQuantity: 41138. [Score(score=0.6900000000000001, quantity=40660), Score(score=0.67, quantity=478)]
Title: We're the Millers. Year: 2013. Scores: 4. AvgScore: 0,592500; TotalQuantity: 357478. [Score(score=0.44, quantity=38), Score(score=0.5, quantity=1), Score(score=0.72, quantity=108649), Score(score=0.71, quantity=248790)]
Title: Drive. Year: 2011. Scores: 4. AvgScore: 0,695000; TotalQuantity: 510959. [Score(score=0.78, quantity=43), Score(score=0.5, quantity=1), Score(score=0.72, quantity=139991), Score(score=0.78, quantity=370924)]
Title: Bad Teacher. Year: 2011. Scores: 4. AvgScore: 0,560000; TotalQuantity: 208328. [Score(score=0.47, quantity=38), Score(score=0.6, quantity=1), Score(score=0.6, quantity=70096), Score(score=0.5700000000000001, quantity=138193)]
Title: Just Cause. Year: 1995. Scores: 2. AvgScore: 0,680000; TotalQuantity: 25675. [Score(score=0.73, quantity=8210), Score(score=0.63, quantity=17465)]
Title: The Grand Budapest Hotel. Year: 2014. Scores: 4. AvgScore: 0,867500; TotalQuantity: 318875. [Score(score=0.88, quantity=48), Score(score=1.0, quantity=1), Score(score=0.78, quantity=82914), Score(score=0.8099999999999999, quantity=235912)]
Title: Django Unchained. Year: 2012. Scores: 4. AvgScore: 0,872500; TotalQuantity: 966442. [Score(score=0.81, quantity=42), Score(score=1.0, quantity=1), Score(score=0.8300000000000001, quantity=262492), Score(score=0.85, quantity=703907)]
Title: The Road. Year: 2011. Scores: 2. AvgScore: 0,530000; TotalQuantity: 1408. [Score(score=0.49000000000000005, quantity=149), Score(score=0.5700000000000001, quantity=1259)]
Title: Contre-enquête. Year: 2007. Scores: 2. AvgScore: 0,670000; TotalQuantity: 2341. [Score(score=0.6799999999999999, quantity=568), Score(score=0.6599999999999999, quantity=1773)]
Title: The Twilight Saga: Breaking Dawn - Part 2. Year: 2012. Scores: 2. AvgScore: 0,585000; TotalQuantity: 233689. [Score(score=0.61, quantity=78770), Score(score=0.5599999999999999, quantity=154919)]
Title: Confessions of a Shopaholic. Year: 2009. Scores: 3. AvgScore: 0,523333; TotalQuantity: 113063. [Score(score=0.38, quantity=30), Score(score=0.61, quantity=59638), Score(score=0.58, quantity=53395)]
Title: Broken City. Year: 2013. Scores: 4. AvgScore: 0,615000; TotalQuantity: 78179. [Score(score=0.49, quantity=38), Score(score=0.7, quantity=1), Score(score=0.65, quantity=22965), Score(score=0.62, quantity=55175)]
Title: Begin Again. Year: 2013. Scores: 2. AvgScore: 0,740000; TotalQuantity: 71013. [Score(score=0.73, quantity=20365), Score(score=0.75, quantity=50648)]
Title: Gambit. Year: 2012. Scores: 2. AvgScore: 0,575000; TotalQuantity: 28460. [Score(score=0.58, quantity=13657), Score(score=0.5700000000000001, quantity=14803)]
Title: The Hunger Games. Year: 2012. Scores: 4. AvgScore: 0,680000; TotalQuantity: 789507. [Score(score=0.67, quantity=44), Score(score=0.6, quantity=1), Score(score=0.72, quantity=216160), Score(score=0.73, quantity=573302)]
Title: The History Boys. Year: 2006. Scores: 4. AvgScore: 0,720000; TotalQuantity: 18540. [Score(score=0.74, quantity=32), Score(score=0.8, quantity=1), Score(score=0.6599999999999999, quantity=2307), Score(score=0.6799999999999999, quantity=16200)]
Title: The Company You Keep. Year: 2012. Scores: 2. AvgScore: 0,630000; TotalQuantity: 26724. [Score(score=0.62, quantity=4591), Score(score=0.64, quantity=22133)]
Title: Hypnotisören. Year: 2012. Scores: 2. AvgScore: 0,555000; TotalQuantity: 10301. [Score(score=0.5599999999999999, quantity=5506), Score(score=0.55, quantity=4795)]
Title: Looper. Year: 2012. Scores: 4. AvgScore: 0,737500; TotalQuantity: 425873. [Score(score=0.84, quantity=44), Score(score=0.7, quantity=1), Score(score=0.6599999999999999, quantity=70553), Score(score=0.75, quantity=355275)]
Title: Comme un chef. Year: 2012. Scores: 2. AvgScore: 0,655000; TotalQuantity: 22323. [Score(score=0.65, quantity=12774), Score(score=0.6599999999999999, quantity=9549)]
Title: A Million Ways to Die in the West. Year: 2014. Scores: 4. AvgScore: 0,545000; TotalQuantity: 123263. [Score(score=0.44, quantity=43), Score(score=0.5, quantity=1), Score(score=0.62, quantity=32004), Score(score=0.62, quantity=91215)]
Title: What to Expect When You're Expecting. Year: 2012. Scores: 4. AvgScore: 0,550000; TotalQuantity: 95945. [Score(score=0.41, quantity=30), Score(score=0.6, quantity=1), Score(score=0.62, quantity=46597), Score(score=0.5700000000000001, quantity=49317)]
Title: 22 Jump Street. Year: 2014. Scores: 4. AvgScore: 0,727500; TotalQuantity: 202859. [Score(score=0.71, quantity=46), Score(score=0.8, quantity=1), Score(score=0.6799999999999999, quantity=45536), Score(score=0.72, quantity=157276)]
Title: Sinister. Year: 2012. Scores: 4. AvgScore: 0,572500; TotalQuantity: 164308. [Score(score=0.53, quantity=30), Score(score=0.4, quantity=1), Score(score=0.6799999999999999, quantity=55085), Score(score=0.6799999999999999, quantity=109192)]
Title: The Guilt Trip. Year: 2012. Scores: 4. AvgScore: 0,532500; TotalQuantity: 33892. [Score(score=0.5, quantity=29), Score(score=0.5, quantity=1), Score(score=0.55, quantity=7333), Score(score=0.58, quantity=26529)]
Title: A Good Year. Year: 2006. Scores: 4. AvgScore: 0,597500; TotalQuantity: 93971. [Score(score=0.47, quantity=33), Score(score=0.5, quantity=1), Score(score=0.73, quantity=32486), Score(score=0.6900000000000001, quantity=61451)]
Title: 16 Blocks. Year: 2006. Scores: 4. AvgScore: 0,697500; TotalQuantity: 134389. [Score(score=0.63, quantity=34), Score(score=0.8, quantity=1), Score(score=0.7, quantity=29964), Score(score=0.6599999999999999, quantity=104390)]
Title: Ted. Year: 2012. Scores: 4. AvgScore: 0,595000; TotalQuantity: 546760. [Score(score=0.62, quantity=37), Score(score=0.4, quantity=1), Score(score=0.6599999999999999, quantity=165651), Score(score=0.7, quantity=381071)]
Title: Snow White and the Huntsman. Year: 2012. Scores: 4. AvgScore: 0,630000; TotalQuantity: 284674. [Score(score=0.57, quantity=39), Score(score=0.7, quantity=1), Score(score=0.63, quantity=90503), Score(score=0.62, quantity=194131)]
Title: Flypaper. Year: 2011. Scores: 4. AvgScore: 0,535000; TotalQuantity: 28962. [Score(score=0.37, quantity=10), Score(score=0.5, quantity=1), Score(score=0.63, quantity=5352), Score(score=0.64, quantity=23599)]
Title: The Kings of Summer. Year: 2013. Scores: 4. AvgScore: 0,677500; TotalQuantity: 68620. [Score(score=0.61, quantity=33), Score(score=0.7, quantity=1), Score(score=0.6799999999999999, quantity=23274), Score(score=0.72, quantity=45312)]
Title: Bad Santa. Year: 2003. Scores: 4. AvgScore: 0,717500; TotalQuantity: 113969. [Score(score=0.7, quantity=38), Score(score=0.8, quantity=1), Score(score=0.6599999999999999, quantity=16392), Score(score=0.71, quantity=97538)]
Title: The Zodiac. Year: 2005. Scores: 2. AvgScore: 0,575000; TotalQuantity: 9534. [Score(score=0.61, quantity=3690), Score(score=0.54, quantity=5844)]
Title: Beautiful Creatures. Year: 2013. Scores: 4. AvgScore: 0,607500; TotalQuantity: 87202. [Score(score=0.52, quantity=40), Score(score=0.7, quantity=1), Score(score=0.5900000000000001, quantity=32323), Score(score=0.62, quantity=54838)]
Title: Oszukane. Year: 2013. Scores: 2. AvgScore: 0,560000; TotalQuantity: 19685. [Score(score=0.6, quantity=19590), Score(score=0.52, quantity=95)]
Title: The Extra Man. Year: 2010. Scores: 4. AvgScore: 0,550000; TotalQuantity: 5996. [Score(score=0.56, quantity=26), Score(score=0.5, quantity=1), Score(score=0.55, quantity=2162), Score(score=0.5900000000000001, quantity=3807)]
Title: For a Good Time, Call.... Year: 2012. Scores: 4. AvgScore: 0,600000; TotalQuantity: 14673. [Score(score=0.55, quantity=30), Score(score=0.7, quantity=1), Score(score=0.55, quantity=3629), Score(score=0.6, quantity=11013)]
Title: Once Upon a Time in Mexico. Year: 2003. Scores: 2. AvgScore: 0,630000; TotalQuantity: 169306. [Score(score=0.62, quantity=54584), Score(score=0.64, quantity=114722)]
Title: About Time. Year: 2013. Scores: 4. AvgScore: 0,600000; TotalQuantity: 229278. [Score(score=0.55, quantity=34), Score(score=0.3, quantity=1), Score(score=0.77, quantity=85193), Score(score=0.78, quantity=144050)]
Title: Identity Thief. Year: 2013. Scores: 4. AvgScore: 0,525000; TotalQuantity: 93357. [Score(score=0.35, quantity=41), Score(score=0.6, quantity=1), Score(score=0.58, quantity=14241), Score(score=0.5700000000000001, quantity=79074)]
Title: 21 Jump Street. Year: 2012. Scores: 4. AvgScore: 0,700000; TotalQuantity: 406020. [Score(score=0.69, quantity=41), Score(score=0.7, quantity=1), Score(score=0.6900000000000001, quantity=85381), Score(score=0.72, quantity=320597)]
Title: The Big Wedding. Year: 2013. Scores: 4. AvgScore: 0,387500; TotalQuantity: 56464. [Score(score=0.28, quantity=32), Score(score=0.1, quantity=1), Score(score=0.61, quantity=25697), Score(score=0.5599999999999999, quantity=30734)]
Title: Hanna. Year: 2011. Scores: 4. AvgScore: 0,642500; TotalQuantity: 174097. [Score(score=0.65, quantity=40), Score(score=0.6, quantity=1), Score(score=0.64, quantity=31757), Score(score=0.6799999999999999, quantity=142299)]
Title: Johnny English. Year: 2003. Scores: 4. AvgScore: 0,645000; TotalQuantity: 157507. [Score(score=0.51, quantity=32), Score(score=0.8, quantity=1), Score(score=0.6599999999999999, quantity=57165), Score(score=0.61, quantity=100309)]
Title: This Means War. Year: 2012. Scores: 4. AvgScore: 0,530000; TotalQuantity: 171142. [Score(score=0.31, quantity=36), Score(score=0.5, quantity=1), Score(score=0.67, quantity=46732), Score(score=0.64, quantity=124373)]
Title: Brighton Rock. Year: 2010. Scores: 2. AvgScore: 0,585000; TotalQuantity: 5268. [Score(score=0.5900000000000001, quantity=862), Score(score=0.58, quantity=4406)]
Title: The Iceman. Year: 2012. Scores: 2. AvgScore: 0,685000; TotalQuantity: 63957. [Score(score=0.6799999999999999, quantity=18493), Score(score=0.6900000000000001, quantity=45464)]
Title: The Hangover Part III. Year: 2013. Scores: 4. AvgScore: 0,400000; TotalQuantity: 263414. [Score(score=0.3, quantity=37), Score(score=0.1, quantity=1), Score(score=0.61, quantity=96746), Score(score=0.5900000000000001, quantity=166630)]
Title: The Wolf of Wall Street. Year: 2013. Scores: 4. AvgScore: 0,787500; TotalQuantity: 704876. [Score(score=0.75, quantity=47), Score(score=0.8, quantity=1), Score(score=0.77, quantity=200690), Score(score=0.8300000000000001, quantity=504138)]
Title: The Hobbit: An Unexpected Journey. Year: 2012. Scores: 4. AvgScore: 0,665000; TotalQuantity: 772049. [Score(score=0.58, quantity=40), Score(score=0.5, quantity=1), Score(score=0.78, quantity=249208), Score(score=0.8, quantity=522800)]
Title: Forgetting Sarah Marshall. Year: 2008. Scores: 4. AvgScore: 0,652500; TotalQuantity: 223633. [Score(score=0.67, quantity=37), Score(score=0.6, quantity=1), Score(score=0.62, quantity=31696), Score(score=0.72, quantity=191899)]
Title: Anna Karenina. Year: 2012. Scores: 4. AvgScore: 0,742500; TotalQuantity: 101510. [Score(score=0.63, quantity=41), Score(score=1.0, quantity=1), Score(score=0.6799999999999999, quantity=45034), Score(score=0.6599999999999999, quantity=56434)]
Title: Den Som dræber - Fortidens skygge. Year: 2011. Scores: 2. AvgScore: 0,640000; TotalQuantity: 1932. [Score(score=0.64, quantity=1186), Score(score=0.64, quantity=746)]
Title: Red. Year: 2010. Scores: 4. AvgScore: 0,630000; TotalQuantity: 289439. [Score(score=0.6, quantity=38), Score(score=0.5, quantity=1), Score(score=0.71, quantity=83909), Score(score=0.71, quantity=205491)]
Title: Layer Cake. Year: 2004. Scores: 2. AvgScore: 0,725000; TotalQuantity: 127913. [Score(score=0.71, quantity=11548), Score(score=0.74, quantity=116365)]
Title: The Firm. Year: 1993. Scores: 4. AvgScore: 0,620000; TotalQuantity: 96084. [Score(score=0.58, quantity=16), Score(score=0.5, quantity=1), Score(score=0.72, quantity=19636), Score(score=0.6799999999999999, quantity=76431)]
Title: Jeff Who Lives at Home. Year: 2011. Scores: 2. AvgScore: 0,630000; TotalQuantity: 55811. [Score(score=0.61, quantity=4266), Score(score=0.65, quantity=51545)]
